sheet,row_idx,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Introduction,0,"File Documentation for the  Military, Service members and Veteran's Benefit Data File, 2018-19",,,,,,,,,
Introduction,1,(Final/revised release),,,,,,,,,
Introduction,2,,,,,,,,,,
Introduction,3,Filename,SFAV1819
Introduction,4,  Provisional release:,October 2020
Introduction,5,Filename,SFAV1819_RV
Introduction,6,  Final/revised release:,October 2021
Introduction,7,Overview,"This file contains the number of students, who received either or both Post-9/11 GI Benefits or the Department of Defense Tuition Assistance through the institution. Eligible dependents receiving such benefits are included. Students who received both benefits, are counted in both programs. Total dollar amounts received by students are included. Data reported for the Post-9/11 GI Bill benefit are for the academic year July 1, 2018 to June 30, 2019.  Data reported for the Department of Defense Tuition Assistance are for the academic year October 1, 2018 to September 30, 2019. Data are provided for undergraduate and graduate students.",,,,,,,,
Introduction,8,,,,,,,,,,
Introduction,9,Note:,"Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) Web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match First Look Web tables based on provisional data. ",,,,,,,,
Introduction,10,Contents of spreadsheet,,,,,,,,,
Introduction,11,Varlist,"Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).  It all also lists the variable name of all imputation flag variables for each continuous variable. Imputation flag variable describes whether a value for the corresponding variable was reported, imputed or not applicable.",,,,,,,,
Introduction,12,Description,Long description or glossary definition of a variable. ,,,,,,,,
Introduction,13,Statistics,"This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. (provisional release)",,,,,,,,
Introduction,14,StatisticsRV,"This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file.(final/revised release)",,,,,,,,
Introduction,15,Imputation code values,This worksheet lists the code values for all imputation flag variables.,,,,,,,,
varlist,0,varnumber,varname,DataType,Fieldwidth,format,imputationvar,varTitle
varlist,105,,,,,,,
varlist,106,,,,,,,
varlist,107,,,,,,,
varlist,108,,,,,,,
varlist,109,,,,,,,
varlist,110,,,,,,,
varlist,111,,,,,,,
varlist,112,,,,,,,
varlist,113,,,,,,,
varlist,114,,,,,,,
varlist,115,,,,,,,
varlist,116,,,,,,,
varlist,117,,,,,,,
varlist,118,,,,,,,
varlist,119,,,,,,,
varlist,120,,,,,,,
varlist,121,,,,,,,
varlist,122,,,,,,,
varlist,123,,,,,,,
varlist,124,,,,,,,
varlist,125,,,,,,,
varlist,126,,,,,,,
varlist,127,,,,,,,
varlist,128,,,,,,,
varlist,129,,,,,,,
varlist,130,,,,,,,
varlist,131,,,,,,,
varlist,132,,,,,,,
varlist,133,,,,,,,
varlist,134,,,,,,,
varlist,135,,,,,,,
varlist,136,,,,,,,
varlist,137,,,,,,,
Description,0,varnumber,varname,longDescription
Description,1,1,UNITID,Unique identification number of the institution
Description,2,72001,UGPO9_N,"Military Servicemembers and Veteran's Benefits - Number of undergraduate students receiving Post-9/11 GI Bill Benefits   

Student recipients can also include eligible spouse or dependents. For Post-9/11 GI Bill Benefits, matching institutional aid provided through the Yellow Ribbon Program is not included. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Post 9/11 GI Bill is a federal education benefit program for veterans, who served on active duty after September 10, 2001. This Department of Veteran Affairs benefit provides up to 36 months of education benefits at an approved institution for the following college costs: tuition and fees, books and supplies and housing. The tuition and fees payment, which is the cost for an in-state student attending a public institution, is made directly to the postsecondary institution whereas payments for books and supplies and housing are sent directly to the student.

Yellow Ribbon Program is a voluntary program through which participating public and private institutions can provide veterans and eligible beneficiaries additional institutional aid to cover the costs of tuition and fees at their institutions. The Yellow Ribbon Program is a supplementary program to the Post 9/11 GI Bill coverage of in-state tuition and fees. The Department of Veterans Affairs matches the institutional aid provided beyond the in-state tuition and fees, but to certain limit each year."
Description,3,72006,UGPO9_T,"Military Servicemembers and Veteran's Benefits - Total amount of Post-9/11 GI Bill Benefits awarded through the institution to undergraduate students  

Student recipients can also include eligible spouse or dependents. For Post-9/11 GI Bill Benefits, matching institutional aid provided through the Yellow Ribbon Program is not included. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Post 9/11 GI Bill is a federal education benefit program for veterans, who served on active duty after September 10, 2001. This Department of Veteran Affairs benefit provides up to 36 months of education benefits at an approved institution for the following college costs: tuition and fees, books and supplies and housing. The tuition and fees payment, which is the cost for an in-state student attending a public institution, is made directly to the postsecondary institution whereas payments for books and supplies and housing are sent directly to the student.

Yellow Ribbon Program is a voluntary program through which participating public and private institutions can provide veterans and eligible beneficiaries additional institutional aid to cover the costs of tuition and fees at their institutions. The Yellow Ribbon Program is a supplementary program to the Post 9/11 GI Bill coverage of in-state tuition and fees. The Department of Veterans Affairs matches the institutional aid provided beyond the in-state tuition and fees, but to certain limit each year."
Description,4,72011,UGPO9_A,"Military Servicemembers and Veteran's Benefits - Average amount of Post-9/11 GI Bill Benefits awarded through the institution to undergraduate students
 
Student recipients can also include eligible spouse or dependents. For Post-9/11 GI Bill Benefits, matching institutional aid provided through the Yellow Ribbon Program is not included. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Post 9/11 GI Bill is a federal education benefit program for veterans, who served on active duty after September 10, 2001. This Department of Veteran Affairs benefit provides up to 36 months of education benefits at an approved institution for the following college costs: tuition and fees, books and supplies and housing. The tuition and fees payment, which is the cost for an in-state student attending a public institution, is made directly to the postsecondary institution whereas payments for books and supplies and housing are sent directly to the student.

Yellow Ribbon Program is a voluntary program through which participating public and private institutions can provide veterans and eligible beneficiaries additional institutional aid to cover the costs of tuition and fees at their institutions. The Yellow Ribbon Program is a supplementary program to the Post 9/11 GI Bill coverage of in-state tuition and fees. The Department of Veterans Affairs matches the institutional aid provided beyond the in-state tuition and fees, but to certain limit each year."
Description,5,72016,GPO9_N,"Military Servicemembers and Veteran's Benefits - Number of graduate students receiving Post-9/11 GI Bill Benefits   

Student recipients can also include eligible spouse or dependents. For Post-9/11 GI Bill Benefits, matching institutional aid provided through the Yellow Ribbon Program is not included. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Post 9/11 GI Bill is a federal education benefit program for veterans, who served on active duty after September 10, 2001. This Department of Veteran Affairs benefit provides up to 36 months of education benefits at an approved institution for the following college costs: tuition and fees, books and supplies and housing. The tuition and fees payment, which is the cost for an in-state student attending a public institution, is made directly to the postsecondary institution whereas payments for books and supplies and housing are sent directly to the student.

Yellow Ribbon Program is a voluntary program through which participating public and private institutions can provide veterans and eligible beneficiaries additional institutional aid to cover the costs of tuition and fees at their institutions. The Yellow Ribbon Program is a supplementary program to the Post 9/11 GI Bill coverage of in-state tuition and fees. The Department of Veterans Affairs matches the institutional aid provided beyond the in-state tuition and fees, but to certain limit each year."
Description,6,72021,GPO9_T,"Military Servicemembers and Veteran's Benefits - Total amount of Post-9/11 GI Bill Benefits awarded through the institution to graduate students 

Student recipients can also include eligible spouse or dependents. For Post-9/11 GI Bill Benefits, matching institutional aid provided through the Yellow Ribbon Program is not included. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Post 9/11 GI Bill is a federal education benefit program for veterans, who served on active duty after September 10, 2001. This Department of Veteran Affairs benefit provides up to 36 months of education benefits at an approved institution for the following college costs: tuition and fees, books and supplies and housing. The tuition and fees payment, which is the cost for an in-state student attending a public institution, is made directly to the postsecondary institution whereas payments for books and supplies and housing are sent directly to the student.

Yellow Ribbon Program is a voluntary program through which participating public and private institutions can provide veterans and eligible beneficiaries additional institutional aid to cover the costs of tuition and fees at their institutions. The Yellow Ribbon Program is a supplementary program to the Post 9/11 GI Bill coverage of in-state tuition and fees. The Department of Veterans Affairs matches the institutional aid provided beyond the in-state tuition and fees, but to certain limit each year."
Description,7,72026,GPO9_A,"Military Servicemembers and Veteran's Benefits - Average amount of Post-9/11 GI Bill Benefits awarded through the institution to graduate students 

Student recipients can also include eligible spouse or dependents. For Post-9/11 GI Bill Benefits, matching institutional aid provided through the Yellow Ribbon Program is not included. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Post 9/11 GI Bill is a federal education benefit program for veterans, who served on active duty after September 10, 2001. This Department of Veteran Affairs benefit provides up to 36 months of education benefits at an approved institution for the following college costs: tuition and fees, books and supplies and housing. The tuition and fees payment, which is the cost for an in-state student attending a public institution, is made directly to the postsecondary institution whereas payments for books and supplies and housing are sent directly to the student.

Yellow Ribbon Program is a voluntary program through which participating public and private institutions can provide veterans and eligible beneficiaries additional institutional aid to cover the costs of tuition and fees at their institutions. The Yellow Ribbon Program is a supplementary program to the Post 9/11 GI Bill coverage of in-state tuition and fees. The Department of Veterans Affairs matches the institutional aid provided beyond the in-state tuition and fees, but to certain limit each year."
Description,8,72031,PO9_N,"Military Servicemembers and Veteran's Benefits - Number of all students receiving Post-9/11 GI Bill Benefits   

Student recipients can also include eligible spouse or dependents. For Post-9/11 GI Bill Benefits, matching institutional aid provided through the Yellow Ribbon Program is not included. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Post 9/11 GI Bill is a federal education benefit program for veterans, who served on active duty after September 10, 2001. This Department of Veteran Affairs benefit provides up to 36 months of education benefits at an approved institution for the following college costs: tuition and fees, books and supplies and housing. The tuition and fees payment, which is the cost for an in-state student attending a public institution, is made directly to the postsecondary institution whereas payments for books and supplies and housing are sent directly to the student.

Yellow Ribbon Program is a voluntary program through which participating public and private institutions can provide veterans and eligible beneficiaries additional institutional aid to cover the costs of tuition and fees at their institutions. The Yellow Ribbon Program is a supplementary program to the Post 9/11 GI Bill coverage of in-state tuition and fees. The Department of Veterans Affairs matches the institutional aid provided beyond the in-state tuition and fees, but to certain limit each year."
Description,9,72036,PO9_T,"Military Servicemembers and Veteran's Benefits - Total amount of Post-9/11 GI Bill Benefits awarded through the institution to all students  

Student recipients can also include eligible spouse or dependents. For Post-9/11 GI Bill Benefits, matching institutional aid provided through the Yellow Ribbon Program is not included. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Post 9/11 GI Bill is a federal education benefit program for veterans, who served on active duty after September 10, 2001. This Department of Veteran Affairs benefit provides up to 36 months of education benefits at an approved institution for the following college costs: tuition and fees, books and supplies and housing. The tuition and fees payment, which is the cost for an in-state student attending a public institution, is made directly to the postsecondary institution whereas payments for books and supplies and housing are sent directly to the student.

Yellow Ribbon Program is a voluntary program through which participating public and private institutions can provide veterans and eligible beneficiaries additional institutional aid to cover the costs of tuition and fees at their institutions. The Yellow Ribbon Program is a supplementary program to the Post 9/11 GI Bill coverage of in-state tuition and fees. The Department of Veterans Affairs matches the institutional aid provided beyond the in-state tuition and fees, but to certain limit each year."
Description,10,72041,PO9_A,"Military Servicemembers and Veteran's Benefits - Average amount of Post-9/11 GI Bill Benefits awarded through the institution to all students  

Student recipients can also include eligible spouse or dependents. For Post-9/11 GI Bill Benefits, matching institutional aid provided through the Yellow Ribbon Program is not included. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Post 9/11 GI Bill is a federal education benefit program for veterans, who served on active duty after September 10, 2001. This Department of Veteran Affairs benefit provides up to 36 months of education benefits at an approved institution for the following college costs: tuition and fees, books and supplies and housing. The tuition and fees payment, which is the cost for an in-state student attending a public institution, is made directly to the postsecondary institution whereas payments for books and supplies and housing are sent directly to the student.

Yellow Ribbon Program is a voluntary program through which participating public and private institutions can provide veterans and eligible beneficiaries additional institutional aid to cover the costs of tuition and fees at their institutions. The Yellow Ribbon Program is a supplementary program to the Post 9/11 GI Bill coverage of in-state tuition and fees. The Department of Veterans Affairs matches the institutional aid provided beyond the in-state tuition and fees, but to certain limit each year."
Description,11,72046,UGDOD_N,"Military Servicemembers and Veteran's Benefits - Number of undergraduate students receiving Department of Defense Tuition Assistance Program benefits 

Student recipients can also include eligible spouse or dependents. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Military Tuition Assistance Program (TA) is a program that funds up to 100% of an eligible servicemember’s college tuition and course-specific fees. Available only to eligible servicemembers who are currently in active service as long as criteria limits are not exceeded and students are enrolled off-duty in an U.S. Department of Education accredited post-secondary institution. This military benefit is paid directly to the postsecondary institution by the individual’s Armed service."
Description,12,72051,UGDOD_T,"Military Servicemembers and Veteran's Benefits - Total amount of Department of Defense Tuition Assistance Program benefits awarded through the institution to undergraduate students 

Student recipients can also include eligible spouse or dependents. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Military Tuition Assistance Program (TA) is a program that funds up to 100% of an eligible servicemember’s college tuition and course-specific fees. Available only to eligible servicemembers who are currently in active service as long as criteria limits are not exceeded and students are enrolled off-duty in an U.S. Department of Education accredited post-secondary institution. This military benefit is paid directly to the postsecondary institution by the individual’s Armed service."
Description,13,72056,UGDOD_A,"Military Servicemembers and Veteran's Benefits - Average amount of Department of Defense Tuition Assistance Program benefits awarded through the institution to undergraduate students 

Student recipients can also include eligible spouse or dependents. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Military Tuition Assistance Program (TA) is a program that funds up to 100% of an eligible servicemember’s college tuition and course-specific fees. Available only to eligible servicemembers who are currently in active service as long as criteria limits are not exceeded and students are enrolled off-duty in an U.S. Department of Education accredited post-secondary institution. This military benefit is paid directly to the postsecondary institution by the individual’s Armed service."
Description,14,72061,GDOD_N,"Military Servicemembers and Veteran's Benefits - Number of graduate students receiving Department of Defense Tuition Assistance Program benefits 

Student recipients can also include eligible spouse or dependents. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Military Tuition Assistance Program (TA) is a program that funds up to 100% of an eligible servicemember’s college tuition and course-specific fees. Available only to eligible servicemembers who are currently in active service as long as criteria limits are not exceeded and students are enrolled off-duty in an U.S. Department of Education accredited post-secondary institution. This military benefit is paid directly to the postsecondary institution by the individual’s Armed service."
Description,15,72066,GDOD_T,"Military Servicemembers and Veteran's Benefits - Total amount of Department of Defense Tuition Assistance Program benefits awarded through the institution to graduate students 

Student recipients can also include eligible spouse or dependents. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Military Tuition Assistance Program (TA) is a program that funds up to 100% of an eligible servicemember’s college tuition and course-specific fees. Available only to eligible servicemembers who are currently in active service as long as criteria limits are not exceeded and students are enrolled off-duty in an U.S. Department of Education accredited post-secondary institution. This military benefit is paid directly to the postsecondary institution by the individual’s Armed service."
Description,16,72071,GDOD_A,"Military Servicemembers and Veteran's Benefits - Average amount of Department of Defense Tuition Assistance Program benefits awarded through the institution to graduate students 

Student recipients can also include eligible spouse or dependents. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Military Tuition Assistance Program (TA) is a program that funds up to 100% of an eligible servicemember’s college tuition and course-specific fees. Available only to eligible servicemembers who are currently in active service as long as criteria limits are not exceeded and students are enrolled off-duty in an U.S. Department of Education accredited post-secondary institution. This military benefit is paid directly to the postsecondary institution by the individual’s Armed service."
Description,17,72076,DOD_N,"Military Servicemembers and Veteran's Benefits - Number of all students receiving Department of Defense Tuition Assistance Program benefits 

Student recipients can also include eligible spouse or dependents. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Military Tuition Assistance Program (TA) is a program that funds up to 100% of an eligible servicemember’s college tuition and course-specific fees. Available only to eligible servicemembers who are currently in active service as long as criteria limits are not exceeded and students are enrolled off-duty in an U.S. Department of Education accredited post-secondary institution. This military benefit is paid directly to the postsecondary institution by the individual’s Armed service."
Description,18,72081,DOD_T,"Military Servicemembers and Veteran's Benefits - Total amount of Department of Defense Tuition Assistance Program benefits awarded through the institution to all students 

Student recipients can also include eligible spouse or dependents. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Military Tuition Assistance Program (TA) is a program that funds up to 100% of an eligible servicemember’s college tuition and course-specific fees. Available only to eligible servicemembers who are currently in active service as long as criteria limits are not exceeded and students are enrolled off-duty in an U.S. Department of Education accredited post-secondary institution. This military benefit is paid directly to the postsecondary institution by the individual’s Armed service."
Description,19,72086,DOD_A,"Military Servicemembers and Veteran's Benefits - Average amount of Department of Defense Tuition Assistance Program benefits awarded through the institution to all students 

Student recipients can also include eligible spouse or dependents. Information reported is only what is known to the institution. Benefits that were not awarded/certified through the institution are not included.

Military Tuition Assistance Program (TA) is a program that funds up to 100% of an eligible servicemember’s college tuition and course-specific fees. Available only to eligible servicemembers who are currently in active service as long as criteria limits are not exceeded and students are enrolled off-duty in an U.S. Department of Education accredited post-secondary institution. This military benefit is paid directly to the postsecondary institution by the individual’s Armed service."
Description,20,,,
Description,21,,,
Description,22,,,
Description,23,,,
Description,24,,,
Description,25,,,
Description,26,,,
Description,27,,,
Description,28,,,
Description,29,,,
Description,30,,,
Description,31,,,
Description,32,,,
Description,33,,,
Description,34,,,
Description,35,,,
Description,36,,,
Description,37,,,
Description,38,,,
Description,39,,,
Description,40,,,
Description,41,,,
Description,42,,,
Description,43,,,
Description,44,,,
Description,45,,,
Description,46,,,
Description,47,,,
Description,48,,,
Description,49,,,
Description,50,,,
Description,51,,,
Description,52,,,
Description,53,,,
Description,54,,,
Description,55,,,
Description,56,,,
Description,57,,,
Description,58,,,
Description,59,,,
Description,60,,,
Description,61,,,
Description,62,,,
Description,63,,,
Description,64,,,
Description,65,,,
Description,66,,,
Description,67,,,
Description,68,,,
Description,69,,,
Description,70,,,
Description,71,,,
Description,72,,,
Description,73,,,
Description,74,,,
Description,75,,,
Description,76,,,
Description,77,,,
Description,78,,,
Description,79,,,
Description,80
Description,81
Description,82
Description,83
Description,84
Description,85
Description,86
Description,87
Description,88
Description,89
Description,90
Description,91
Description,92
Description,93
Description,94
Description,95
Description,96
Description,97
Description,98
Description,99
Description,100
Description,101
Description,102
Description,103
Description,104
Description,105
Description,106
Description,107
Description,108
Description,109
Description,110
Description,111
Description,112
Description,113
Description,114
Description,115
Description,116
Description,117
Description,118
Description,119
Description,120
Description,121
Statistics,0,varnumber,varname,n,sum,mean,min,max,varTitle
Statistics,1,72001,UGPO9_N,5909,475338,80.443052970045699,0,12069,Number receiving Post-9/11 GI Bill Benefits - undergraduate students
Statistics,2,72006,UGPO9_T,5909,3444277803,582886.74953460821,0,62731686,Total amount of Post-9/11 GI Bill Benefits awarded - undergraduate students
Statistics,3,72011,UGPO9_A,4461,44999744,10087.366958081147,65,47182,Average amount of Post-9/11 GI Bill Benefits awarded - undergraduate students
Statistics,4,72016,GPO9_N,2004,87179,43.502495009980038,0,3520,Number receiving Post-9/11 GI Bill Benefits - graduate students
Statistics,5,72021,GPO9_T,2004,851993726,425146.56986027944,0,18434511,Total amount of Post-9/11 GI Bill Benefits awarded - graduate students
Statistics,6,72026,GPO9_A,1599,16978741,10618.349593495936,67,71484,Average amount of Post-9/11 GI Bill Benefits awarded - graduate students
Statistics,7,72031,PO9_N,6117,562517,91.959620729115585,0,15589,Number receiving Post-9/11 GI Bill Benefits - all students
Statistics,8,72036,PO9_T,6117,4296271529,702349.44073892431,0,76945046,Total amount of Post-9/11 GI Bill Benefits awarded - all students
Statistics,9,72041,PO9_A,4708,47747405,10141.759770603228,65,46089,Average amount of Post-9/11 GI Bill Benefits awarded - all students
Statistics,10,72046,UGDOD_N,5909,207349,35.090370621086478,0,41319,Number receiving Department of Defense Tuition Assistance Program benefits - undergraduate students
Statistics,11,72051,UGDOD_T,5909,416230258,70440.050431545096,0,87196142,Total amount of Department of Defense Tuition Assistance Program benefits  awarded - undergraduate students
Statistics,12,72056,UGDOD_A,1453,3168741,2180.826565726084,47,4500,Average amount of Department of Defense Tuition Assistance Program benefits awarded- undergraduate students
Statistics,13,72061,GDOD_N,2004,31769,15.852794411177644,0,4299,Number receiving Department of Defense Tuition Assistance Program benefits - graduate students
Statistics,14,72066,GDOD_T,2004,71933262,35894.841317365266,0,8307946,Total amount of Department of Defense Tuition Assistance Program benefits awarded - graduate students
Statistics,15,72071,GDOD_A,630,1457882,2314.0984126984126,19,5453,Average amount of Department of Defense Tuition Assistance Program benefits awarded - graduate students
Statistics,16,72076,DOD_N,6117,239118,39.090730750367825,0,45618,Number receiving Department of Defense Tuition Assistance Program benefits - all students
Statistics,17,72081,DOD_T,6117,488163520,79804.400850089907,0,95504088,Total amount of Department of Defense Tuition Assistance Program benefits awarded - all students
